tradingsymbol,instrument_key
749RJ35,NSE_EQ|IN2920250163
LIQUID,NSE_EQ|INF769K01KS1
697WB36,NSE_EQ|IN3420200245
689WB41,NSE_EQ|IN3420200237
SENSEXETF,NSE_EQ|INF769K01KT9
663WB31,NSE_EQ|IN3420200229
ALPHAETF,NSE_EQ|INF769K01KU7
ITETF,NSE_EQ|INF769K01KV5
661WB36,NSE_EQ|IN3420200211
IMPEXFERRO,NSE_EQ|INE691G01015
SMALLCAP,NSE_EQ|INF769K01LC3
ADVANIHOTR,NSE_EQ|INE199C01026
MIDSMALL,NSE_EQ|INF769K01LJ8
724INBK34,NSE_EQ|INE562A08099
850KGEL30,NSE_EQ|INE542W07014
718OR46,NSE_EQ|IN2720240190
717OR40,NSE_EQ|IN2720240182
BOSCH-HCIL,NSE_EQ|INE782A01015
BIKEWO,NSE_EQ|INE0SQH01013
DCMFINSERV,NSE_EQ|INE891B01012
EVINDIA,NSE_EQ|INF769K01LQ3
779JK35,NSE_EQ|IN4920220121
78JK35,NSE_EQ|IN4920220139
777JK35,NSE_EQ|IN4920220113
76JK35,NSE_EQ|IN4920220105
METAL,NSE_EQ|INF769K01LY7
748GA36,NSE_EQ|IN1420250087
BANKPSU,NSE_EQ|INF769K01LZ4
74GA37,NSE_EQ|IN1420250079
705OR35,NSE_EQ|IN2720240208
739GA35,NSE_EQ|IN1420250095
ADVENZYMES,NSE_EQ|INE837H01020
689GA35,NSE_EQ|IN1420250046
715INBK36,NSE_EQ|INE562A08115
663GA35,NSE_EQ|IN1420250038
YATRA,NSE_EQ|INE0JR601024
717GA35A,NSE_EQ|IN1420250061
AKSHAR,NSE_EQ|INE256Z01025
GREENCHEF,NSE_EQ|INE0O7P01015
712INBK34,NSE_EQ|INE562A08107
MULTICAP,NSE_EQ|INF769K01LX9
712GA36,NSE_EQ|IN1420250053
BAFNAPH,NSE_EQ|INE878I01022
699WB36,NSE_EQ|IN3420200302
PROTEAN,NSE_EQ|INE004A01022
665GA35,NSE_EQ|IN1420250012
KRISHPP,NSE_EQ|IN90GGO01013
SHIVAUM,NSE_EQ|INE719F01016
RAPIDFLEET,NSE_EQ|INE0QX901013
S&SPOWER,NSE_EQ|INE902B01017
MIDCAPETF,NSE_EQ|INF769K01IC9
PRLIND,NSE_EQ|INE0CFG01012
AARADHYA,NSE_EQ|INE124401014
BLACKBUCK,NSE_EQ|INE0UIZ01018
719OR35,NSE_EQ|IN2720240075
SUTLEJTEX,NSE_EQ|INE645H01027
MASTERTR,NSE_EQ|INE677D01037
GUJAPOLLO,NSE_EQ|INE826C01016
706OR31A,NSE_EQ|IN2720240067
72OR45,NSE_EQ|IN2720240091
719OR40,NSE_EQ|IN2720240083
MAKEINDIA,NSE_EQ|INF769K01IB1
728SK30,NSE_EQ|IN3020190036
729NHPC33,NSE_EQ|INE848E08391
695SK30,NSE_EQ|IN3020190044
686NHPCL32,NSE_EQ|INE848E08359
686NHPCL31,NSE_EQ|INE848E08367
640NHPCL27,NSE_EQ|INE848E08375
DRONE,NSE_EQ|INE0P7201019
729NHPC32,NSE_EQ|INE848E08383
729NHPC37,NSE_EQ|INE848E08433
729NHPC38,NSE_EQ|INE848E08441
729NHPC39,NSE_EQ|INE848E08458
HDFCAMC,NSE_EQ|INE127D01025
729NHPC40,NSE_EQ|INE848E08466
729NHPC34,NSE_EQ|INE848E08409
729NHPC35,NSE_EQ|INE848E08417
KRMAYURVED,NSE_EQ|INE1MTV01019
VALIANTLAB,NSE_EQ|INE0JWS01017
729NHPC36,NSE_EQ|INE848E08425
717OR30,NSE_EQ|IN2720240158
REMSONSIND,NSE_EQ|INE474C01023
693OR28,NSE_EQ|IN2720240141
698OR29,NSE_EQ|IN2720240174
723OR47,NSE_EQ|IN2720240166
72OR32,NSE_EQ|IN2720240109
SMLMAH,NSE_EQ|INE294B01019
CHEMBONDCH,NSE_EQ|INE0TGX01019
727OR41,NSE_EQ|IN2720240133
73OR39,NSE_EQ|IN2720240125
830NHAI27,NSE_EQ|INE906B07CB9
722OR36,NSE_EQ|IN2720240117
NIRAJ,NSE_EQ|INE368I01016
ASIANPAINT,NSE_EQ|INE021A01026
71NL35,NSE_EQ|IN2620240043
727NL35,NSE_EQ|IN2620240035
715NL34,NSE_EQ|IN2620240027
745NL34,NSE_EQ|IN2620240019
654MH27,NSE_EQ|IN2220210271
840MCSL31,NSE_EQ|INE296G07317
699MH29,NSE_EQ|IN2220210289
GOLDETF,NSE_EQ|INF769K01JP9
DESTINY,NSE_EQ|INE0IGO01011
729NHPC41,NSE_EQ|INE848E08474
LOWVOL,NSE_EQ|INF769K01JU9
624MH26,NSE_EQ|IN2220210214
FAIRCHEMOR,NSE_EQ|INE0DNW01011
71MH36,NSE_EQ|IN2220210206
638MH27,NSE_EQ|IN2220210230
643MH27,NSE_EQ|IN2220210222
BDR,NSE_EQ|INE766Q01014
691MH34,NSE_EQ|IN2220210255
JIWANRAM,NSE_EQ|INE0N5H01017
691MH33,NSE_EQ|IN2220210248
70OR30,NSE_EQ|IN2720240034
703OR31,NSE_EQ|IN2720240026
715OR38,NSE_EQ|IN2720240018
689OR28A,NSE_EQ|IN2720240059
711OR37,NSE_EQ|IN2720240042
BODALCHEM,NSE_EQ|INE338D01028
SANDHAR,NSE_EQ|INE278H01035
VISHNUINFR,NSE_EQ|INE0PQ001012
MAGNUM,NSE_EQ|INE387I01016
SGBJUN27,NSE_EQ|IN0020190073
SGBJUL27,NSE_EQ|IN0020190081
763GS2059,NSE_EQ|IN0020190057
757GS2033,NSE_EQ|IN0020190065
772GS2049,NSE_EQ|IN0020190032
769GS2043,NSE_EQ|IN0020190040
ATHERENERG,NSE_EQ|INE0LEZ01016
762GS2039,NSE_EQ|IN0020190024
SIS,NSE_EQ|INE285J01028
PREMIUM,NSE_EQ|INE0M1F01011
HONAUT,NSE_EQ|INE671A01010
UCAL,NSE_EQ|INE139B01016
MARINETRAN,NSE_EQ|INE0P1P01017
MUFTI,NSE_EQ|INE220Q01020
LINC,NSE_EQ|INE802B01027
ESG,NSE_EQ|INF769K01GS9
AKIKO,NSE_EQ|INE0PMR01017
805HLICL34,NSE_EQ|INE795G08035
WOL3D,NSE_EQ|INE0OO201011
763HLICL35,NSE_EQ|INE795G08050
810HLICL35,NSE_EQ|INE795G08043
686NHPCL40,NSE_EQ|INE848E08276
BFSI,NSE_EQ|INF769K01HI8
MPHASIS,NSE_EQ|INE356A01018
IPCALAB,NSE_EQ|INE571A01038
686NHPCL34,NSE_EQ|INE848E08284
686NHPCL35,NSE_EQ|INE848E08292
NTPC,NSE_EQ|INE733E01010
SILKY,NSE_EQ|INE0SN801015
MAFANG,NSE_EQ|INF769K01HF4
720NHPC35,NSE_EQ|INE848E08268
686NHPCL37,NSE_EQ|INE848E08318
686NHPCL38,NSE_EQ|INE848E08326
ELLEN,NSE_EQ|INE236E01022
MAHKTECH,NSE_EQ|INF769K01HS7
686NHPCL39,NSE_EQ|INE848E08334
686NHPCL33,NSE_EQ|INE848E08342
THEMISMED,NSE_EQ|INE083B01024
RPTECH,NSE_EQ|INE0J1F01024
MASPTOP50,NSE_EQ|INF769K01HP3
686NHPCL36,NSE_EQ|INE848E08300
ZIMLAB,NSE_EQ|INE518E01015
BIGBLOC,NSE_EQ|INE412U01025
745GJ34,NSE_EQ|IN1520250391
GS100526C,NSE_EQ|IN000526C011
EIHOTEL,NSE_EQ|INE230A01023
EFACTOR,NSE_EQ|INE0KFF01017
IOB,NSE_EQ|INE565A01014
IEX,NSE_EQ|INE022Q01020
736JK46,NSE_EQ|IN4920240087
RELTD,NSE_EQ|INE206N01018
UGROCAP,NSE_EQ|INE583D01011
738JK49,NSE_EQ|IN4920240095
UNIMECH,NSE_EQ|INE0U3I01011
SBISILVER,NSE_EQ|INF200KB1217
733JK51,NSE_EQ|IN4920240061
728JK54,NSE_EQ|IN4920240079
743JK46,NSE_EQ|IN4920240046
EUROTEXIND,NSE_EQ|INE022C01012
734JK54,NSE_EQ|IN4920240038
735JK49,NSE_EQ|IN4920240053
723JK51,NSE_EQ|IN4920240145
727JK49,NSE_EQ|IN4920240137
723JK54,NSE_EQ|IN4920240152
75MH44,NSE_EQ|IN2220230386
729JK45,NSE_EQ|IN4920240129
735JK51,NSE_EQ|IN4920240103
NIFTYETF,NSE_EQ|INF769K01EG9
735JK46,NSE_EQ|IN4920240111
SBINEQWETF,NSE_EQ|INF200KB1282
KIRIINDUS,NSE_EQ|INE415I01015
742MH37,NSE_EQ|IN2220230329
745MH38A,NSE_EQ|IN2220230337
GLOBE,NSE_EQ|INE581X01021
REFRACTORY,NSE_EQ|INE0TNX01015
PRSMJOHNSN,NSE_EQ|INE010A01011
745MH38,NSE_EQ|IN2220230303
742MH34,NSE_EQ|IN2220230311
746MH41,NSE_EQ|IN2220230360
748MH42,NSE_EQ|IN2220230378
SURANAT&P,NSE_EQ|INE130B01031
745MH39A,NSE_EQ|IN2220230345
745MH39,NSE_EQ|IN2220230352
SGBAUG27,NSE_EQ|IN0020190107
SGBSEP27,NSE_EQ|IN0020190115
SENSEXBETA,NSE_EQ|INF789FB1X58
RESPONIND,NSE_EQ|INE688D01026
788NL32,NSE_EQ|IN2620220011
ORIENTLTD,NSE_EQ|INE609C01024
1180IFL28A,NSE_EQ|INE01XO07058
782NL32A,NSE_EQ|IN2620220045
765NL32,NSE_EQ|IN2620220052
782NL32,NSE_EQ|IN2620220029
767NL32,NSE_EQ|IN2620220037
775NL33,NSE_EQ|IN2620220086
74MH36,NSE_EQ|IN2220230287
738JK51,NSE_EQ|IN4920240020
745MH37,NSE_EQ|IN2220230295
AKI,NSE_EQ|INE642Z01026
NEXT50,NSE_EQ|INF769K01FN2
743MH36,NSE_EQ|IN2220230261
767NL33,NSE_EQ|IN2620220060
74MH35,NSE_EQ|IN2220230279
767NL33A,NSE_EQ|IN2620220078
741JK49,NSE_EQ|IN4920240012
763MH36,NSE_EQ|IN2220230204
SPECTSTM,NSE_EQ|INE0OL001018
748MH35,NSE_EQ|IN2220230212
LICHSGFIN,NSE_EQ|INE115A01026
747MH36,NSE_EQ|IN2220230246
743MH35,NSE_EQ|IN2220230253
749MH36,NSE_EQ|IN2220230220
CAPLIPOINT,NSE_EQ|INE475E01026
HIRECT,NSE_EQ|INE835D01023
746MH35,NSE_EQ|IN2220230238
VIKASECO,NSE_EQ|INE806A01020
ATALREAL,NSE_EQ|INE0ALR01029
KRITI,NSE_EQ|INE479D01038
SGBDC27VII,NSE_EQ|IN0020190461
CBAZAAR,NSE_EQ|INE518X01015
SHANTHALA,NSE_EQ|INE0Q9Q01017
ANANDRATHI,NSE_EQ|INE463V01026
ACCELYA,NSE_EQ|INE793A01012
CUBEXTUB,NSE_EQ|INE144D01012
NIFTYQLITY,NSE_EQ|INF209KB15K4
930APMD35,NSE_EQ|INE0TLC07036
930APMD34,NSE_EQ|INE0TLC07044
930APMD33,NSE_EQ|INE0TLC07028
ASPIRE,NSE_EQ|INE0S7801010
1225IFL27,NSE_EQ|INE01XO07017
PSUBANK,NSE_EQ|INF373I01023
1175IFL28,NSE_EQ|INE01XO07033
1180IFL28,NSE_EQ|INE01XO07041
PHOGLOBAL,NSE_EQ|INE0FPO01018
1225IFL28,NSE_EQ|INE01XO07025
DISHTV,NSE_EQ|INE836F01026
769NHAI31,NSE_EQ|INE906B07EP5
739NHAI31A,NSE_EQ|INE906B07EO8
AVPINFRA,NSE_EQ|INE0R9401019
BARFLEX,NSE_EQ|INE0QX401014
PACEDIGITK,NSE_EQ|INE0S3G01027
76NHAI31,NSE_EQ|INE906B07EJ8
MAXESTATES,NSE_EQ|INE03EI01018
735NHAI31,NSE_EQ|INE906B07EI0
NIPPOBATRY,NSE_EQ|INE567A01028
CAMS,NSE_EQ|INE596I01020
645GS2029,NSE_EQ|IN0020190362
GRETEX,NSE_EQ|INE985P01012
ATMASTCO,NSE_EQ|INE05DH01017
DCAL,NSE_EQ|INE385W01011
87LTF27,NSE_EQ|INE027E07AN7
10ISFL26,NSE_EQ|INE413U07277
1003ISFL28,NSE_EQ|INE413U07269
RELIABLE,NSE_EQ|INE375Y01018
10IIFLSF27,NSE_EQ|INE413U07293
905LTF27,NSE_EQ|INE027E07AL1
852LTF27,NSE_EQ|INE027E07AM9
920IIFLS26,NSE_EQ|INE413U07285
MAITHANALL,NSE_EQ|INE683C01011
WAAREEINDO,NSE_EQ|INE866K01023
MONOPHARMA,NSE_EQ|INE0OIP01012
PARKHOSPS,NSE_EQ|INE119201023
1050ISFL28,NSE_EQ|INE413U07251
930APMD32,NSE_EQ|INE0TLC07101
MOMENTUM,NSE_EQ|INF209KB14K7
957ISFL26,NSE_EQ|INE413U07236
QUADFUTURE,NSE_EQ|INE0LRY01011
DHARARAIL,NSE_EQ|INE2HJL01019
SGBOCT27,NSE_EQ|IN0020190370
SGBOCT27VI,NSE_EQ|IN0020190388
BCLIND,NSE_EQ|INE412G01024
930APMD31,NSE_EQ|INE0TLC07051
930APMD27,NSE_EQ|INE0TLC07085
930APMD29,NSE_EQ|INE0TLC07069
930APMD30,NSE_EQ|INE0TLC07077
930APMD28,NSE_EQ|INE0TLC07093
885LTF27,NSE_EQ|INE027E07AK3
BHARATWIRE,NSE_EQ|INE316L01019
CROWN,NSE_EQ|INE491V01019
875NHAI29,NSE_EQ|INE906B07DF8
850NHAI29,NSE_EQ|INE906B07DE1
KESORAMIND,NSE_EQ|INE087A01019
FSL,NSE_EQ|INE684F01012
OSELDEVICE,NSE_EQ|INE0RMF01018
QFIL,NSE_EQ|INE0O1M01015
GULPOLY,NSE_EQ|INE255D01024
SUMEETINDS,NSE_EQ|INE235C01036
85LTF26,NSE_EQ|INE027E07BB0
APLAPOLLO,NSE_EQ|INE702C01027
FRESHARA,NSE_EQ|INE0SFW01015
865LTF26,NSE_EQ|INE027E07BC8
ORIENTBELL,NSE_EQ|INE607D01018
MASTER,NSE_EQ|INE0OJM01017
SHREDIGCEM,NSE_EQ|INE232A01011
BSLGOLDETF,NSE_EQ|INF209KB18D3
MAXIND,NSE_EQ|INE0CG601016
SGBMAR28X,NSE_EQ|IN0020190552
GOLDSTAR,NSE_EQ|INE405Y01021
SGBFEB28IX,NSE_EQ|IN0020190545
SBIBPB,NSE_EQ|INF200KB1712
ABSLNN50ET,NSE_EQ|INF209KB16D7
SGBJ28VIII,NSE_EQ|IN0020190537
RELIGARE,NSE_EQ|INE621H01010
GESHIP,NSE_EQ|INE017A01032
MANGALAM,NSE_EQ|INE584F01014
OPTIEMUS,NSE_EQ|INE350C01017
MUTHOOTMF,NSE_EQ|INE046W01019
STYLEBAAZA,NSE_EQ|INE01FR01028
AKASH,NSE_EQ|INE737W01013
ABSLBANETF,NSE_EQ|INF209KB17D5
NYKAA,NSE_EQ|INE388Y01029
MANINDS,NSE_EQ|INE993A01026
BAIDFIN,NSE_EQ|INE020D01022
CELLECOR,NSE_EQ|INE0OMO01025
CENTURYPLY,NSE_EQ|INE348B01021
CHAVDA,NSE_EQ|INE0PT101017
SGBNV29VII,NSE_EQ|IN0020210178
ABB,NSE_EQ|INE117A01022
TAURIAN,NSE_EQ|INE0XWS01018
574GS2026,NSE_EQ|IN0020210186
699GS2051,NSE_EQ|IN0020210194
DCI,NSE_EQ|INE0A1101019
IEML,NSE_EQ|INE0RRU01016
74MP34,NSE_EQ|IN2120230023
GREENPLY,NSE_EQ|INE461C01038
746MP38,NSE_EQ|IN2120230031
RACLGEAR,NSE_EQ|INE704B01017
746MP39,NSE_EQ|IN2120230049
ONDOOR,NSE_EQ|INE00ER01015
UWCSL,NSE_EQ|INE00F301010
744MP35,NSE_EQ|IN2120230056
NESTLEIND,NSE_EQ|INE239A01024
748MP29,NSE_EQ|IN2120230064
746MP38A,NSE_EQ|IN2120230072
745MP44,NSE_EQ|IN2120230080
755MP35,NSE_EQ|IN2120230098
77MH34A,NSE_EQ|IN2220230162
ORCHPHARMA,NSE_EQ|INE191A01027
AAATECH,NSE_EQ|INE0D0U01013
772MH35,NSE_EQ|IN2220230170
77MH34,NSE_EQ|IN2220230147
NUCLEUS,NSE_EQ|INE096B01018
77MH33A,NSE_EQ|IN2220230154
SADBHIN,NSE_EQ|INE764L01010
ABSLPSE,NSE_EQ|INF209KB19Z4
773MH36,NSE_EQ|IN2220230188
HARSHA,NSE_EQ|INE0JUS01029
763MH35,NSE_EQ|IN2220230196
736MP33,NSE_EQ|IN2120230015
SGBJUL29IV,NSE_EQ|IN0020210111
TSC,NSE_EQ|INE16VK01010
SGBAUG29V,NSE_EQ|IN0020210129
RAYMONDLSL,NSE_EQ|INE02ID01020
747MH34,NSE_EQ|IN2220230121
771MH33,NSE_EQ|IN2220230139
JYOTICNC,NSE_EQ|INE980O01024
74MH32,NSE_EQ|IN2220230105
SGBSEP29VI,NSE_EQ|IN0020210145
667GS2035,NSE_EQ|IN0020210152
746MH33,NSE_EQ|IN2220230113
SGBMAY29I,NSE_EQ|IN0020210053
SGBJUN29II,NSE_EQ|IN0020210061
SGBJU29III,NSE_EQ|IN0020210087
TIGERLOGS,NSE_EQ|INE906O01029
BHARATGEAR,NSE_EQ|INE561C01019
610GS2031,NSE_EQ|IN0020210095
ALPA,NSE_EQ|INE385I01010
771MP40,NSE_EQ|IN2120230155
ABSLLIQUID,NSE_EQ|INF209KB18T9
CLEDUCATE,NSE_EQ|INE201M01029
748MP40,NSE_EQ|IN2120230163
748MP41,NSE_EQ|IN2120230171
708JK46,NSE_EQ|IN4920240186
WCIL,NSE_EQ|INE0CJF01024
744MP40,NSE_EQ|IN2120230189
710JK49,NSE_EQ|IN4920240194
EVEREADY,NSE_EQ|INE128A01029
745MP44A,NSE_EQ|IN2120230197
716JK49,NSE_EQ|IN4920240160
ARIS,NSE_EQ|INE0H9P01028
710JK44,NSE_EQ|IN4920240178
EXIMROUTES,NSE_EQ|INE19I001020
726MH30,NSE_EQ|IN2220230048
733MH31,NSE_EQ|IN2220230055
TIMETECHNO,NSE_EQ|INE508G01029
749MH30,NSE_EQ|IN2220230022
718JK45,NSE_EQ|IN4920240244
708JK55,NSE_EQ|IN4920240236
72MH28,NSE_EQ|IN2220230030
722JK32,NSE_EQ|IN4920240251
735MH32,NSE_EQ|IN2220230089
751MP38,NSE_EQ|IN2120230106
ICEMAKE,NSE_EQ|INE520Y01019
74MH31,NSE_EQ|IN2220230097
72JK47,NSE_EQ|IN4920240228
768MP34,NSE_EQ|IN2120230114
732MH32,NSE_EQ|IN2220230063
714JK51,NSE_EQ|IN4920240202
776MP37,NSE_EQ|IN2120230122
USHAMART,NSE_EQ|INE228A01035
711JK55,NSE_EQ|IN4920240210
SANATHAN,NSE_EQ|INE0JPD01013
734MH31,NSE_EQ|IN2220230071
776MP37A,NSE_EQ|IN2120230130
ARROWGREEN,NSE_EQ|INE570D01018
SILVER,NSE_EQ|INF209KB19F6
SURAJLTD,NSE_EQ|INE713C01016
BSLNIFTY,NSE_EQ|INF209KB19D1
736MH28,NSE_EQ|IN2220230014
563GS2026,NSE_EQ|IN0020210012
664GS2035,NSE_EQ|IN0020210020
ONESOURCE,NSE_EQ|INE013P01021
815JK30,NSE_EQ|IN4920200024
GICL,NSE_EQ|INE947T01022
SYMPHONY,NSE_EQ|INE225D01027
679JK30,NSE_EQ|IN4920200032
CENTEXT,NSE_EQ|INE281A01026
INDIAGLYCO,NSE_EQ|INE560A01023
SAIPARENT,NSE_EQ|INE0H9F01037
KRISHNADEF,NSE_EQ|INE0J5601015
JAINAM,NSE_EQ|INE02KC01010
PURVA,NSE_EQ|INE323I01011
70MN31A,NSE_EQ|IN2320210056
SHAHALLOYS,NSE_EQ|INE640C01011
687MN31,NSE_EQ|IN2320210049
701MN31,NSE_EQ|IN2320210031
70MN31,NSE_EQ|IN2320210023
975MWL29,NSE_EQ|INE0JYY07018
734MN32,NSE_EQ|IN2320210098
ZENITHEXPO,NSE_EQ|INE058B01018
723MN32,NSE_EQ|IN2320210080
70MN31B,NSE_EQ|IN2320210072
703MN31,NSE_EQ|IN2320210064
696JK35,NSE_EQ|IN4920200081
715JK32,NSE_EQ|IN4920200099
678MN31,NSE_EQ|IN2320210015
662JK30,NSE_EQ|IN4920200040
GTECJAINX,NSE_EQ|INE586X01012
658JK30,NSE_EQ|IN4920200057
SATTVAENGG,NSE_EQ|INE14DW01018
646JK30,NSE_EQ|IN4920200065
APOLLOHOSP,NSE_EQ|INE437A01024
67JK30,NSE_EQ|IN4920200073
SUDEEPPHRM,NSE_EQ|INE0QPI01025
DOLLAR,NSE_EQ|INE325C01035
LGHL,NSE_EQ|INE258Y01016
716MZ35,NSE_EQ|IN2520240101
718MZ40,NSE_EQ|IN2520240119
MAHESHWARI,NSE_EQ|INE263W01010
SADHNANIQ,NSE_EQ|INE888C01040
TATAPOWER,NSE_EQ|INE245A01021
UTKARSHBNK,NSE_EQ|INE735W01017
JMA,NSE_EQ|INE412C01023
RAJINDLTD,NSE_EQ|INE0PCU01012
76RCFL29,NSE_EQ|INE027A08044
749RCFL28,NSE_EQ|INE027A08036
799RCFL27,NSE_EQ|INE027A08028
DEEPAKNTR,NSE_EQ|INE288B01029
STANLEY,NSE_EQ|INE01A001028
RHL,NSE_EQ|INE508K01013
NIBE,NSE_EQ|INE149O01018
364D190327,NSE_EQ|IN002025Z500
THOMASCOOK,NSE_EQ|INE332A01027
734MN32A,NSE_EQ|IN2320210106
INDHOTEL,NSE_EQ|INE053A01029
865SCL26,NSE_EQ|INE148I07GJ7
885SCL26,NSE_EQ|INE148I07GK5
MBAPL,NSE_EQ|INE900L01010
CREATIVEYE,NSE_EQ|INE230B01021
JBMA,NSE_EQ|INE927D01051
9SCL26BA,NSE_EQ|INE148I07GL3
AGUL,NSE_EQ|INE0O6N01012
MTEDUCARE,NSE_EQ|INE472M01018
SCLZC26,NSE_EQ|INE148I07GN9
ANDHRAPAP,NSE_EQ|INE435A01051
875TCAPS29,NSE_EQ|INE306N08334
740IIFCL33,NSE_EQ|INE787H07156
NIVABUPA,NSE_EQ|INE995S01015
ALPEXSOLAR,NSE_EQ|INE0R4701017
ABSMARINE,NSE_EQ|INE0QRV01016
ATUL,NSE_EQ|INE100A01010
885TCAPS29,NSE_EQ|INE306N08342
ALGOQUANT,NSE_EQ|INE598D01035
BOSS,NSE_EQ|INE0QNI01012
714MH29,NSE_EQ|IN2220190093
PRECOT,NSE_EQ|INE283A01014
SAWALIYA,NSE_EQ|INE10VS01016
CEIGALL,NSE_EQ|INE0AG901020
HLVLTD,NSE_EQ|INE102A01024
NECCLTD,NSE_EQ|INE553C01016
RAJOOENG,NSE_EQ|INE535F01024
NILAINFRA,NSE_EQ|INE937C01029
SWANCORP,NSE_EQ|INE665A01038
SCODATUBES,NSE_EQ|INE090501011
MARICO,NSE_EQ|INE196A01026
FCSSOFT,NSE_EQ|INE512B01022
CONCORDBIO,NSE_EQ|INE338H01029
PRUDENT,NSE_EQ|INE00F201020
722KA32,NSE_EQ|IN1920240299
AEPL,NSE_EQ|INE757T01025
SHARDACROP,NSE_EQ|INE221J01015
PRESSTONIC,NSE_EQ|INE0R1601012
72KA37,NSE_EQ|IN1920240281
716KA32,NSE_EQ|IN1920240273
716KA36B,NSE_EQ|IN1920240265
713KA34A,NSE_EQ|IN1920240257
711KA33,NSE_EQ|IN1920240240
EPWINDIA,NSE_EQ|INE1KEC01023
TRITURBINE,NSE_EQ|INE152M01016
708KA31A,NSE_EQ|IN1920240232
711KA35A,NSE_EQ|IN1920240224
PAVNAIND,NSE_EQ|INE07S101038
HBSL,NSE_EQ|INE550B01022
ANUHPHR,NSE_EQ|INE489G01022
891IIFCL34,NSE_EQ|INE787H07370
SUMMITSEC,NSE_EQ|INE519C01017
EMAMIPAP,NSE_EQ|INE830C01026
PROZONER,NSE_EQ|INE195N01013
703KA33,NSE_EQ|IN1920240331
704KA32,NSE_EQ|IN1920240323
696KA30,NSE_EQ|IN1920240315
WELENT,NSE_EQ|INE625G01013
722KA35A,NSE_EQ|IN1920240307
CAPTRUST,NSE_EQ|INE707C01018
866IIFC34B,NSE_EQ|INE787H07347
742TS41,NSE_EQ|IN4520230496
INDOCO,NSE_EQ|INE873D01024
744TS30,NSE_EQ|IN4520230488
INDUSTOWER,NSE_EQ|INE121J01017
BANARBEADS,NSE_EQ|INE655B01011
748TS50,NSE_EQ|IN4520230504
KEC,NSE_EQ|INE389H01022
ATGL,NSE_EQ|INE399L01023
ABREL,NSE_EQ|INE055A01016
JAIPURKURT,NSE_EQ|INE696V01013
IVP,NSE_EQ|INE043C01018
CORALFINAC,NSE_EQ|INE558D01021
975SCL28,NSE_EQ|INE148I07KP6
691AP39,NSE_EQ|IN1020200417
797SFL30,NSE_EQ|INE660A07RR8
ARIHANTCAP,NSE_EQ|INE420B01036
80650SFL26,NSE_EQ|INE660A07RS6
687AP35,NSE_EQ|IN1020200425
703AP40,NSE_EQ|IN1020200409
758TS41,NSE_EQ|IN4520230371
643AP30,NSE_EQ|IN1020200458
679AP34,NSE_EQ|IN1020200466
77TS38,NSE_EQ|IN4520230363
925SCL26,NSE_EQ|INE148I07KM3
655AP33,NSE_EQ|IN1020200433
76TS47,NSE_EQ|IN4520230397
889SCL26,NSE_EQ|INE148I07KN1
677AP38,NSE_EQ|IN1020200441
76TS43,NSE_EQ|IN4520230389
705SFL27,NSE_EQ|INE660A07RZ1
668AP35A,NSE_EQ|IN1020200490
75GFL28,NSE_EQ|INE02KN07105
925ECL28,NSE_EQ|INE528S07128
718SFL28,NSE_EQ|INE660A07RX6
64AP28,NSE_EQ|IN1020200474
888ECL28,NSE_EQ|INE528S07110
737MZ39,NSE_EQ|IN2520240010
699SFL27,NSE_EQ|INE660A07RY4
668AP33,NSE_EQ|IN1020200482
TEXRAIL,NSE_EQ|INE621L01012
770SUNF28,NSE_EQ|INE660A07RV0
735MZ37,NSE_EQ|IN2520240036
735SFL27,NSE_EQ|INE660A07RW8
736MZ39,NSE_EQ|IN2520240028
812SFL27,NSE_EQ|INE660A07RT4
723MZ38,NSE_EQ|IN2520240051
775SFL26,NSE_EQ|INE660A07RU2
72MZ31,NSE_EQ|IN2520240044
715MZ40,NSE_EQ|IN2520240077
715MZ39,NSE_EQ|IN2520240069
723MZ40,NSE_EQ|IN2520240093
713MZ39,NSE_EQ|IN2520240085
738TS49,NSE_EQ|IN4520230454
738TS43,NSE_EQ|IN4520230447
744TS46,NSE_EQ|IN4520230439
MOBILISE,NSE_EQ|INE1YNB01019
736TS50,NSE_EQ|IN4520230470
TOUCHWOOD,NSE_EQ|INE486Y01013
GRAVITA,NSE_EQ|INE024L01027
737TS41,NSE_EQ|IN4520230462
749TS35,NSE_EQ|IN4520230413
759TS46,NSE_EQ|IN4520230405
SARLAPOLY,NSE_EQ|INE453D01025
746TS45,NSE_EQ|IN4520230421
665JK30,NSE_EQ|IN4920200123
665AP41,NSE_EQ|IN1020200532
772TS35,NSE_EQ|IN4520230298
765TS39,NSE_EQ|IN4520230280
663AP37,NSE_EQ|IN1020200540
875SCL27,NSE_EQ|INE148I07LS8
664JK36,NSE_EQ|IN4920200131
699JK31,NSE_EQ|IN4920200149
925SCL27,NSE_EQ|INE148I07LT6
665AP40,NSE_EQ|IN1020200516
724JK36,NSE_EQ|IN4920200156
843SCL27,NSE_EQ|INE148I07LU4
664AP39,NSE_EQ|IN1020200524
889SCL27,NSE_EQ|INE148I07LV2
687AP37,NSE_EQ|IN1020200573
746TS30,NSE_EQ|IN4520230256
COSMOFIRST,NSE_EQ|INE757A01017
744TS45,NSE_EQ|IN4520230249
722AP37,NSE_EQ|IN1020200581
749TS44,NSE_EQ|IN4520230272
68JK35,NSE_EQ|IN4920200107
69AP32,NSE_EQ|IN1020200557
689AP35,NSE_EQ|IN1020200565
